District,SS,Toponym,Chrononym,Def,Context,Year,Comment,Latitude,Longitude,DISS
Шар,Троицкий,Руданиха,ХРИСТОВ ДЕНЬ,Пасха,"В ХристОв день разговлЯются, не рабОтают. // В ХристОв-от день жЕнщина полоскАла бельЁ. ИисУс шёл мИмо, увИдел, что она грязь смывАет свою. Она в вОду и упАла, утонУла. В другОй рЕчке жЕнщина топИла ребЁнка. ИисУс сказАл: Бог в пОмощ",2012 лето,,,,
Пыщ,Воздвиженский,Притыкино,ХРИСТОВ ДЕНЬ,Пасха,"""Крестички ‒ жаворОночки летят, да гонятся. Половина-то говенья переломится, Христов День поближе подвинется. Кадца молока опрокинется, Гущицы, квасницы, воды студенИцы.""",2015 лето,,,,
Шар,Катунинский,Шубиха,ХРИСТОВАЯ НЕДЕЛЯ,неделя после Пасхи,После Пасхи ХристОвая недЕля.,2014 авг.,,,,
Меж,Петушихский,Барановица,ХРИСТОВО ВОСКРЕСЕНЬЕ,Пасха,"Великодённый четверг, Пресвятая пятница, Исусова суббота, Христово воскресенье.",2023 лето,,,,
Мак,Усть-Нейский,Киселиха,ХРИСТОВО ВОСКРЕСЕНЬЕ,Пасха,"""Пропадали у Палашки бобы, Пропадали от бездельица, На Хрисово Воскресеньице.""",2022 лето,,,,
Мак,Вознесенский,Голодаиха,ХУЕВА ПЛЕШЬ,престольный праздник в д. Голодаиха,В ГолодАихе ‒ ЯрИлова Плешь прАздник. А ещЁ мужикИ у нас еЁ ХУевой ПлЕшью назывАют.,2004 авг.,ЯРиЛОВА ПЛеШЬ,,,
Вохом,Лапшинский,Лапшино,ЧЕТВЕРГ,Великий Четверг,"На ЧетвЕрг нАдо дЕньги пересчИтывать, чтоб дЕньги велИсь, а давАть ничЁ никомУ нельзЯ.",2011 февраль,,,,
Вохом,Обуховский,Выставка,ЧЕТВЕРГ,Великий четверг,"На ЧетвЕрг колдовали: если масло много надо, мешали сметану, чтобы курица пАрила ‒ на печь надо идти полежать, ещё деньги считать надо, на крышу залазить ‒ удочки позакидывать. Из своего дома ничего нельзя давать.",2012 лето,,,,
Пав,Петропавловский,Шумково,ЧЕТВЕРГ,четверг перед Пасхой,"""БОльше,"" ‒ говорЯт, ‒ ""ничегО в ЧетвЕрг не дЕлайте, не колдУйте, ничЁ.""",2009 авг.,,,,
Кадый,Селищенский,Жуково,ЧУДО,"день Святого Михаила Чудотворца, престольный праздник д. Жуково, отмечаемый 19 сентября",,2004 авг.,,,,
Кадый,Селищенский,Жуково,ЧУДО,"престольный праздник д. Жуково, день Святого Михаила Чудотворца, отмечаемый 19 сентября",,2004 авг.,,,,
С-Слав,Судиславский,Глебово,ЧУДОВ ДЕНЬ,"престольный праздник в д. Усово, отмечаемый 19 сентября","ЧУдов ДЕнь ‒ деревня УсОво есть, в ей праздник деревни МихАйло ЧУдо. Церковь стояла там, уж всю разграбили её. Михаила Чудовторца. Оно бывает не 21 или 19 сентября ли?",2019 лето,,,,
К-С,Захаровский,Захарово,ЧУДОВ ДЕНЬ,"престольный праздник в д. Захарово Красносельского р-на, отмечаемый 19 сентября","ЧУдов ДЕнь ‒ деревня УсОво есть,в ей праздник деревни МихАйло ЧУдо. Церковь стояла там, уж всю разграбили её. Михаила Чудовторца. Оно бывает не 21 или 19 сентября ли? У нас в ЗахАровой праздник.",2019 лето,МИХаЙЛО ЧуДО,,,
Буй,Боровский,Борок,ЧУДОВ ДЕНЬ,"день чуда Михаила Архангела, 19 сентября в дд. Боровского с/с","Раньше и ЧУдов ДЕнь всё грозы были. Всё 19 сентября бывало в Дубровках, в Косинском. МихАйло ЧУдо, Михаил именинник. Прежде, поди, случилось како-то чудо.",2018 лето,МИХаЙЛО ЧуДО,,,
С-Слав,Воронский,Черницино,ЧУДОВ ДЕНЬ,"праздник, отмечаемый в д. Черницино 19 сентября","У нас, в Черницино, был ЧУдов дЕнь 19 сентября.",2019 лето,"Информант жил также в д. Черницино, д. Путоргино.",,,
Пав,Крутогорский,Шайменский,ЧУДОВ ДЕНЬ,19 сентября,ЧУдов день был в Красном. В честь НиколАя ЧудотвОрца. Отгуляем ЧУдов день и будём картошку копать.,2009 авг.,,,,
Пыщ,Пыщугский,Пыщуг,ШЕСТОЕ ВОСКРЕСЕНЬЕ,"праздник, отмечавшийся в д. Верхняя Медведица","ШестОе воскресЕнье праздновали в нашей деревне, в ВЕрхней МедвЕдице. Приходили молодёжь из соседних деревень. Столы собирали, накрывали. Это, наверное, до Троицы",2015 лето,,,,
Мак,Нижне-Нейский,Селезнево,ШЕСТОЕ ВОСКРЕСЕНЬЕ,престольный праздник в д. Селезнево Нижне-Нейского с/с и окружающих (отсчет воскресений велся от Пасхи),"У нас были праздники Шестое Воскресенье и Фролы, родня приходила, гуляли.",2022 лето,,,,
Мак,Нижне-Нейский,Колбино,ШЕСТОЕ ВОСКРЕСЕНЬЕ,"престольный праздник, отмечавшийся в б. д. Селезенево Нижне-Нейского с/с","В Селезенево отмечали праздник ШестОе ВоскресЕнье, а что это за праздник, я не знаю.",2023 лето,,,,
Мак,Юровский,Юрово,ШЕСТОЕ ВОСКРЕСЕНЬЕ,праздник в шестое воскресенье после Пасхи,"Шестое Воскресенье был престол в Юрове. Шестое Воскресенье ‒ это Вознесеньев день. Не работали. Плясали под гармошку, играли. В Вознесеньев день Христос, говорили, на земле бывает, нельзя работать.",2022 лето,,,,
Нерех,Татарский,Блазново,ШИРОКАЯ МАСЛЕНИЦА,воскресенье на масленичной неделе,"Разгуляй во вторник, тёщины блины в пятницу, широкая масленица в воскресенье. Ставили чучело на пригорок из соломы, хороводы водили.",2019 лето,,,,
